"Step","ClassificationPhoneme  - TW - loss","ClassificationPhoneme  - TW - loss__MIN","ClassificationPhoneme  - TW - loss__MAX","ClassificationPhoneme  - Jittering - loss","ClassificationPhoneme  - Jittering - loss__MIN","ClassificationPhoneme  - Jittering - loss__MAX","ClassificationPhoneme  - ROS - loss","ClassificationPhoneme  - ROS - loss__MIN","ClassificationPhoneme  - ROS - loss__MAX","ClassificationPhoneme  - Raw - loss","ClassificationPhoneme  - Raw - loss__MIN","ClassificationPhoneme  - Raw - loss__MAX","ClassificationOliveOil  - ADASYN - loss","ClassificationOliveOil  - ADASYN - loss__MIN","ClassificationOliveOil  - ADASYN - loss__MAX","ClassificationOliveOil  - SMOTE - loss","ClassificationOliveOil  - SMOTE - loss__MIN","ClassificationOliveOil  - SMOTE - loss__MAX","ClassificationOliveOil  - TW - loss","ClassificationOliveOil  - TW - loss__MIN","ClassificationOliveOil  - TW - loss__MAX","ClassificationOliveOil  - Jittering - loss","ClassificationOliveOil  - Jittering - loss__MIN","ClassificationOliveOil  - Jittering - loss__MAX","ClassificationOliveOil  - ROS - loss","ClassificationOliveOil  - ROS - loss__MIN","ClassificationOliveOil  - ROS - loss__MAX","ClassificationOliveOil  - Raw - loss","ClassificationOliveOil  - Raw - loss__MIN","ClassificationOliveOil  - Raw - loss__MAX","ClassificationMedicalImages  - ADASYN - loss","ClassificationMedicalImages  - ADASYN - loss__MIN","ClassificationMedicalImages  - ADASYN - loss__MAX","ClassificationMedicalImages  - SMOTE - loss","ClassificationMedicalImages  - SMOTE - loss__MIN","ClassificationMedicalImages  - SMOTE - loss__MAX","ClassificationMedicalImages  - TW - loss","ClassificationMedicalImages  - TW - loss__MIN","ClassificationMedicalImages  - TW - loss__MAX","ClassificationMedicalImages  - Jittering - loss","ClassificationMedicalImages  - Jittering - loss__MIN","ClassificationMedicalImages  - Jittering - loss__MAX"
"10","1.4182966351509094","1.388137936592102","1.4484553337097168","0.479187935590744","0.4783899784088135","0.47998589277267456","0.5907158851623535","0.5858840346336365","0.5955477356910706","1.9605375230312347","1.898729681968689","1.9994925260543823","1.413535475730896","1.413535475730896","1.413535475730896","1.3871963024139404","1.3871963024139404","1.3871963024139404","1.37369704246521","1.37369704246521","1.37369704246521","1.2674168348312378","1.2674168348312378","1.2674168348312378","1.3887255191802979","1.3887255191802979","1.3887255191802979","1.3062468767166138","1.3062468767166138","1.3062468767166138","0.09305492788553238","0.09305492788553238","0.09305492788553238","0.09304938465356827","0.09304938465356827","0.09304938465356827","0.2800523042678833","0.2800523042678833","0.2800523042678833","0.08478787541389465","0.08478787541389465","0.08478787541389465"
"11","1.328989028930664","1.3101937770843506","1.3477842807769775","0.4569872319698334","0.4541108310222626","0.4598636329174042","0.5175801217556","0.5013294219970703","0.5338308215141296","1.9128881096839905","1.8775686025619507","1.975715160369873","1.4212626218795776","1.4212626218795776","1.4212626218795776","1.3798989057540894","1.3798989057540894","1.3798989057540894","1.291829228401184","1.291829228401184","1.291829228401184","1.3215110301971436","1.3215110301971436","1.3215110301971436","1.3829916715621948","1.3829916715621948","1.3829916715621948","1.2985087633132935","1.2985087633132935","1.2985087633132935","0.10119835287332535","0.10119835287332535","0.10119835287332535","0.08596101403236389","0.08596101403236389","0.08596101403236389","0.24434754252433777","0.24434754252433777","0.24434754252433777","0.08000686019659042","0.08000686019659042","0.08000686019659042"
"12","1.275145411491394","1.2378515005111694","1.3124393224716187","0.4157063663005829","0.4148208498954773","0.4165918827056885","0.4837861508131027","0.46202871203422546","0.50554358959198","1.851103514432907","1.7757126092910767","1.8890249729156494","1.3984825611114502","1.3984825611114502","1.3984825611114502","1.3739477396011353","1.3739477396011353","1.3739477396011353","1.237218976020813","1.237218976020813","1.237218976020813","1.3581562042236328","1.3581562042236328","1.3581562042236328","1.4091979265213013","1.4091979265213013","1.4091979265213013","1.2932058572769165","1.2932058572769165","1.2932058572769165","0.09424448758363724","0.09424448758363724","0.09424448758363724","0.10201894491910934","0.10201894491910934","0.10201894491910934","0.22214443981647491","0.22214443981647491","0.22214443981647491","0.08211534470319748","0.08211534470319748","0.08211534470319748"
"13","1.211586594581604","1.1923810243606567","1.2307921648025513","0.39319778978824615","0.3866756856441498","0.39971989393234253","0.4298912137746811","0.40947017073631287","0.4503122568130493","1.8005524277687073","1.778070092201233","1.821061372756958","1.4282792806625366","1.4282792806625366","1.4282792806625366","1.378913164138794","1.378913164138794","1.378913164138794","1.2430298328399658","1.2430298328399658","1.2430298328399658","1.3126956224441528","1.3126956224441528","1.3126956224441528","1.370719075202942","1.370719075202942","1.370719075202942","1.2900234460830688","1.2900234460830688","1.2900234460830688","0.08658081293106079","0.08658081293106079","0.08658081293106079","0.07741091400384903","0.07741091400384903","0.07741091400384903","0.20397253334522247","0.20397253334522247","0.20397253334522247","0.0733850747346878","0.0733850747346878","0.0733850747346878"
"14","1.146817922592163","1.1369613409042358","1.1566745042800903","0.3575884699821472","0.34870466589927673","0.3664722740650177","0.3738582134246826","0.34908056259155273","0.3986358642578125","1.7707249820232391","1.7378021478652954","1.8095637559890747","1.4658639430999756","1.4658639430999756","1.4658639430999756","1.3801689147949219","1.3801689147949219","1.3801689147949219","1.345787525177002","1.345787525177002","1.345787525177002","1.2694928646087646","1.2694928646087646","1.2694928646087646","1.387433409690857","1.387433409690857","1.387433409690857","1.2957154512405396","1.2957154512405396","1.2957154512405396","0.08217156678438187","0.08217156678438187","0.08217156678438187","0.060680922120809555","0.060680922120809555","0.060680922120809555","0.17544573545455933","0.17544573545455933","0.17544573545455933","0.0726526603102684","0.0726526603102684","0.0726526603102684"
"15","1.1072981357574463","1.0779815912246704","1.1366146802902222","0.35016293823719025","0.3456730544567108","0.3546528220176697","0.34911900758743286","0.31269511580467224","0.3855428993701935","1.7117653489112854","1.6177899837493896","1.7754675149917603","1.437428593635559","1.437428593635559","1.437428593635559","1.3742426633834839","1.3742426633834839","1.3742426633834839","1.2493853569030762","1.2493853569030762","1.2493853569030762","1.2240498065948486","1.2240498065948486","1.2240498065948486","1.3649433851242065","1.3649433851242065","1.3649433851242065","1.2890288829803467","1.2890288829803467","1.2890288829803467","0.07859254628419876","0.07859254628419876","0.07859254628419876","0.06447837501764297","0.06447837501764297","0.06447837501764297","0.19242002069950104","0.19242002069950104","0.19242002069950104","0.06928364932537079","0.06928364932537079","0.06928364932537079"
"16","1.029283583164215","0.9801551103591919","1.0784120559692383","0.32999593019485474","0.321005642414093","0.33898621797561646","0.32129356265068054","0.28460827469825745","0.35797885060310364","1.6396280229091644","1.5691959857940674","1.7155885696411133","1.3965859413146973","1.3965859413146973","1.3965859413146973","1.3549001216888428","1.3549001216888428","1.3549001216888428","1.199074625968933","1.199074625968933","1.199074625968933","1.204870343208313","1.204870343208313","1.204870343208313","1.3980414867401123","1.3980414867401123","1.3980414867401123","1.295595407485962","1.295595407485962","1.295595407485962","0.0947227030992508","0.0947227030992508","0.0947227030992508","0.055769894272089005","0.055769894272089005","0.055769894272089005","0.18782268464565277","0.18782268464565277","0.18782268464565277","0.06559347361326218","0.06559347361326218","0.06559347361326218"
"17","0.9798269867897034","0.9542675018310547","1.005386471748352","0.3043515086174011","0.30117058753967285","0.3075324296951294","0.303305447101593","0.2677888870239258","0.33882200717926025","1.6193194687366486","1.573444128036499","1.660412073135376","1.3980132341384888","1.3980132341384888","1.3980132341384888","1.3564985990524292","1.3564985990524292","1.3564985990524292","1.2887030839920044","1.2887030839920044","1.2887030839920044","1.2258051633834839","1.2258051633834839","1.2258051633834839","1.3839963674545288","1.3839963674545288","1.3839963674545288","1.3110500574111938","1.3110500574111938","1.3110500574111938","0.07896534353494644","0.07896534353494644","0.07896534353494644","0.05804954841732979","0.05804954841732979","0.05804954841732979","0.15919075906276703","0.15919075906276703","0.15919075906276703","0.055177707225084305","0.055177707225084305","0.055177707225084305"
"18","0.937800943851471","0.9223005771636963","0.9533013105392456","0.283319815993309","0.27597904205322266","0.2906605899333954","0.26286906749010086","0.24005694687366486","0.28568118810653687","1.556162565946579","1.516814947128296","1.600458025932312","1.3921089172363281","1.3921089172363281","1.3921089172363281","1.3481426239013672","1.3481426239013672","1.3481426239013672","1.2818692922592163","1.2818692922592163","1.2818692922592163","1.2399184703826904","1.2399184703826904","1.2399184703826904","1.3780632019042969","1.3780632019042969","1.3780632019042969","1.2885174751281738","1.2885174751281738","1.2885174751281738","0.07666023075580597","0.07666023075580597","0.07666023075580597","0.05367352068424225","0.05367352068424225","0.05367352068424225","0.17836326360702515","0.17836326360702515","0.17836326360702515","0.058079130947589874","0.058079130947589874","0.058079130947589874"
"19","0.9057563543319702","0.8853605389595032","0.9261521697044373","0.2807738184928894","0.26287969946861267","0.29866793751716614","0.24063968658447266","0.2220296561717987","0.2592497169971466","1.5256671011447906","1.4829469919204712","1.5979673862457275","1.4217638969421387","1.4217638969421387","1.4217638969421387","1.2957515716552734","1.2957515716552734","1.2957515716552734","1.2803375720977783","1.2803375720977783","1.2803375720977783","1.192196249961853","1.192196249961853","1.192196249961853","1.3639394044876099","1.3639394044876099","1.3639394044876099","1.273293375968933","1.273293375968933","1.273293375968933","0.07523922622203827","0.07523922622203827","0.07523922622203827","0.06302231550216675","0.06302231550216675","0.06302231550216675","0.13980035483837128","0.13980035483837128","0.13980035483837128","0.0549316368997097","0.0549316368997097","0.0549316368997097"
"20","0.8656327426433563","0.8303534388542175","0.9009120464324951","0.26120810210704803","0.25754836201667786","0.2648678421974182","0.2204183116555214","0.19465701282024384","0.24617961049079895","1.439109057188034","1.417870044708252","1.4712885618209839","1.4098472595214844","1.4098472595214844","1.4098472595214844","1.3164312839508057","1.3164312839508057","1.3164312839508057","1.1729706525802612","1.1729706525802612","1.1729706525802612","1.2489503622055054","1.2489503622055054","1.2489503622055054","1.369361162185669","1.369361162185669","1.369361162185669","1.2750076055526733","1.2750076055526733","1.2750076055526733","0.07884922623634338","0.07884922623634338","0.07884922623634338","0.06126272305846214","0.06126272305846214","0.06126272305846214","0.14539378881454468","0.14539378881454468","0.14539378881454468","0.05083626136183739","0.05083626136183739","0.05083626136183739"
"21","0.8251050710678101","0.7883154153823853","0.8618947267532349","0.24689790606498718","0.23668721318244934","0.257108598947525","0.19817480444908142","0.17591647803783417","0.22043313086032867","1.4231036007404327","1.3334392309188843","1.5252846479415894","1.3755176067352295","1.3755176067352295","1.3755176067352295","1.3202877044677734","1.3202877044677734","1.3202877044677734","1.225339651107788","1.225339651107788","1.225339651107788","1.258493423461914","1.258493423461914","1.258493423461914","1.3745734691619873","1.3745734691619873","1.3745734691619873","1.305627703666687","1.305627703666687","1.305627703666687","0.07286582142114639","0.07286582142114639","0.07286582142114639","0.0738823190331459","0.0738823190331459","0.0738823190331459","0.1394030600786209","0.1394030600786209","0.1394030600786209","0.04942577704787254","0.04942577704787254","0.04942577704787254"
"22","0.7612603008747101","0.7308031320571899","0.7917174696922302","0.23503872007131577","0.23418651521205902","0.2358909249305725","0.17473646998405457","0.16824235022068024","0.1812305897474289","1.3933918178081512","1.3817980289459229","1.4087504148483276","1.3790299892425537","1.3790299892425537","1.3790299892425537","1.3477730751037598","1.3477730751037598","1.3477730751037598","1.1822283267974854","1.1822283267974854","1.1822283267974854","1.274775743484497","1.274775743484497","1.274775743484497","1.3637744188308716","1.3637744188308716","1.3637744188308716","1.3011127710342407","1.3011127710342407","1.3011127710342407","0.06350923329591751","0.06350923329591751","0.06350923329591751","0.05568746477365494","0.05568746477365494","0.05568746477365494","0.13251802325248718","0.13251802325248718","0.13251802325248718","0.0534542016685009","0.0534542016685009","0.0534542016685009"
"23","0.7152515947818756","0.6858025789260864","0.7447006106376648","0.20416027307510376","0.19845761358737946","0.20986293256282806","0.1605188101530075","0.15328805148601532","0.1677495688199997","1.383441150188446","1.32414710521698","1.4724578857421875","1.3489563465118408","1.3489563465118408","1.3489563465118408","1.1927742958068848","1.1927742958068848","1.1927742958068848","1.1989779472351074","1.1989779472351074","1.1989779472351074","1.2907021045684814","1.2907021045684814","1.2907021045684814","1.348300814628601","1.348300814628601","1.348300814628601","1.2976418733596802","1.2976418733596802","1.2976418733596802","0.055033497512340546","0.055033497512340546","0.055033497512340546","0.04426594451069832","0.04426594451069832","0.04426594451069832","0.12431395053863525","0.12431395053863525","0.12431395053863525","0.05002627149224281","0.05002627149224281","0.05002627149224281"
"24","0.7005487680435181","0.6870645880699158","0.7140329480171204","0.20443391054868698","0.20223796367645264","0.20662985742092133","0.1388360634446144","0.13282135128974915","0.14485077559947968","1.332279920578003","1.2568378448486328","1.390090823173523","1.389259934425354","1.389259934425354","1.389259934425354","1.1607487201690674","1.1607487201690674","1.1607487201690674","1.290894627571106","1.290894627571106","1.290894627571106","1.2654874324798584","1.2654874324798584","1.2654874324798584","1.342516541481018","1.342516541481018","1.342516541481018","1.2900030612945557","1.2900030612945557","1.2900030612945557","0.043471623212099075","0.043471623212099075","0.043471623212099075","0.043900709599256516","0.043900709599256516","0.043900709599256516","0.11276444792747498","0.11276444792747498","0.11276444792747498","0.051178254187107086","0.051178254187107086","0.051178254187107086"
"25","0.6594127714633942","0.6578946709632874","0.660930871963501","0.19254066050052643","0.18254853785037994","0.2025327831506729","0.12191752344369888","0.11251702904701233","0.13131801784038544","1.2792395949363708","1.2442982196807861","1.3178791999816895","1.369531512260437","1.369531512260437","1.369531512260437","1.352297306060791","1.352297306060791","1.352297306060791","1.2713700532913208","1.2713700532913208","1.2713700532913208","1.2365773916244507","1.2365773916244507","1.2365773916244507","1.3789759874343872","1.3789759874343872","1.3789759874343872","1.3178027868270874","1.3178027868270874","1.3178027868270874","0.03924700990319252","0.03924700990319252","0.03924700990319252","0.047791045159101486","0.047791045159101486","0.047791045159101486","0.0692971870303154","0.0692971870303154","0.0692971870303154","0.05776505917310715","0.05776505917310715","0.05776505917310715"
"26","0.6399106085300446","0.6293970942497253","0.6504241228103638","0.17140359431505203","0.16129393875598907","0.181513249874115","0.10741904005408287","0.09671302884817123","0.1181250512599945","1.2390765845775604","1.228251338005066","1.2609261274337769","1.3516294956207275","1.3516294956207275","1.3516294956207275","1.1834282875061035","1.1834282875061035","1.1834282875061035","1.3021411895751953","1.3021411895751953","1.3021411895751953","1.2786610126495361","1.2786610126495361","1.2786610126495361","1.3766001462936401","1.3766001462936401","1.3766001462936401","1.3773729801177979","1.3773729801177979","1.3773729801177979","0.05020138993859291","0.05020138993859291","0.05020138993859291","0.04069261625409126","0.04069261625409126","0.04069261625409126","0.0738254263997078","0.0738254263997078","0.0738254263997078","0.06086614727973938","0.06086614727973938","0.06086614727973938"
"27","0.596655547618866","0.5840715765953064","0.6092395186424255","0.16691018640995026","0.15931914746761322","0.1745012253522873","0.11121475324034691","0.10823983699083328","0.11418966948986053","1.1702958643436432","1.1220113039016724","1.211806058883667","1.3704476356506348","1.3704476356506348","1.3704476356506348","1.1702125072479248","1.1702125072479248","1.1702125072479248","1.297945499420166","1.297945499420166","1.297945499420166","1.1996947526931763","1.1996947526931763","1.1996947526931763","1.3352097272872925","1.3352097272872925","1.3352097272872925","1.3094645738601685","1.3094645738601685","1.3094645738601685","0.033923882991075516","0.033923882991075516","0.033923882991075516","0.04756588116288185","0.04756588116288185","0.04756588116288185","0.07214473932981491","0.07214473932981491","0.07214473932981491","0.057709645479917526","0.057709645479917526","0.057709645479917526"
"28","0.5788133144378662","0.5463467836380005","0.6112798452377319","0.15454283356666565","0.14682607352733612","0.16225959360599518","0.12091273441910744","0.1092667505145073","0.13255871832370758","1.1965158879756927","1.1467618942260742","1.2579127550125122","1.3351103067398071","1.3351103067398071","1.3351103067398071","1.0694830417633057","1.0694830417633057","1.0694830417633057","1.2682749032974243","1.2682749032974243","1.2682749032974243","1.2712346315383911","1.2712346315383911","1.2712346315383911","1.311452865600586","1.311452865600586","1.311452865600586","1.3436315059661865","1.3436315059661865","1.3436315059661865","0.03041713684797287","0.03041713684797287","0.03041713684797287","0.05055895075201988","0.05055895075201988","0.05055895075201988","0.0753842294216156","0.0753842294216156","0.0753842294216156","0.0465712770819664","0.0465712770819664","0.0465712770819664"
"29","0.5303495228290558","0.5034521222114563","0.5572469234466553","0.1495192050933838","0.12251883745193481","0.17651957273483276","0.11058828607201576","0.10617323219776154","0.11500333994626999","1.1689805388450623","1.0810617208480835","1.2481355667114258","1.3330591917037964","1.3330591917037964","1.3330591917037964","1.2043789625167847","1.2043789625167847","1.2043789625167847","1.2117407321929932","1.2117407321929932","1.2117407321929932","1.1168439388275146","1.1168439388275146","1.1168439388275146","1.3290621042251587","1.3290621042251587","1.3290621042251587","1.3223412036895752","1.3223412036895752","1.3223412036895752","0.040406979620456696","0.040406979620456696","0.040406979620456696","0.04494814947247505","0.04494814947247505","0.04494814947247505","0.06432934105396271","0.06432934105396271","0.06432934105396271","0.036211512982845306","0.036211512982845306","0.036211512982845306"
"30","0.4965856820344925","0.4779152572154999","0.5152561068534851","0.13779983669519424","0.12551455199718475","0.15008512139320374","0.09288300573825836","0.08793902397155762","0.0978269875049591","1.1235461831092834","1.074980616569519","1.2180742025375366","1.3511322736740112","1.3511322736740112","1.3511322736740112","1.247125506401062","1.247125506401062","1.247125506401062","1.1431094408035278","1.1431094408035278","1.1431094408035278","1.2777721881866455","1.2777721881866455","1.2777721881866455","1.3379274606704712","1.3379274606704712","1.3379274606704712","1.2786554098129272","1.2786554098129272","1.2786554098129272","0.0444105863571167","0.0444105863571167","0.0444105863571167","0.058359336107969284","0.058359336107969284","0.058359336107969284","0.07737690955400467","0.07737690955400467","0.07737690955400467","0.03636880964040756","0.03636880964040756","0.03636880964040756"
"31","0.4808996617794037","0.45601677894592285","0.5057825446128845","0.13569243997335434","0.12911143898963928","0.1422734409570694","0.08931511640548706","0.08140087872743607","0.09722935408353806","1.1174980401992798","1.0903277397155762","1.1968587636947632","1.3639017343521118","1.3639017343521118","1.3639017343521118","1.2351571321487427","1.2351571321487427","1.2351571321487427","1.2568354606628418","1.2568354606628418","1.2568354606628418","1.2843199968338013","1.2843199968338013","1.2843199968338013","1.3308751583099365","1.3308751583099365","1.3308751583099365","1.3160899877548218","1.3160899877548218","1.3160899877548218","0.04620965197682381","0.04620965197682381","0.04620965197682381","0.04536142572760582","0.04536142572760582","0.04536142572760582","0.07404602319002151","0.07404602319002151","0.07404602319002151","0.040614623576402664","0.040614623576402664","0.040614623576402664"
