"Step","ClassificationPhoneme  - TW - loss","ClassificationPhoneme  - TW - loss__MIN","ClassificationPhoneme  - TW - loss__MAX","ClassificationPhoneme  - Jittering - loss","ClassificationPhoneme  - Jittering - loss__MIN","ClassificationPhoneme  - Jittering - loss__MAX","ClassificationPhoneme  - ROS - loss","ClassificationPhoneme  - ROS - loss__MIN","ClassificationPhoneme  - ROS - loss__MAX","ClassificationPhoneme  - Raw - loss","ClassificationPhoneme  - Raw - loss__MIN","ClassificationPhoneme  - Raw - loss__MAX","ClassificationOliveOil  - ADASYN - loss","ClassificationOliveOil  - ADASYN - loss__MIN","ClassificationOliveOil  - ADASYN - loss__MAX","ClassificationOliveOil  - SMOTE - loss","ClassificationOliveOil  - SMOTE - loss__MIN","ClassificationOliveOil  - SMOTE - loss__MAX","ClassificationOliveOil  - TW - loss","ClassificationOliveOil  - TW - loss__MIN","ClassificationOliveOil  - TW - loss__MAX","ClassificationOliveOil  - Jittering - loss","ClassificationOliveOil  - Jittering - loss__MIN","ClassificationOliveOil  - Jittering - loss__MAX","ClassificationOliveOil  - ROS - loss","ClassificationOliveOil  - ROS - loss__MIN","ClassificationOliveOil  - ROS - loss__MAX","ClassificationOliveOil  - Raw - loss","ClassificationOliveOil  - Raw - loss__MIN","ClassificationOliveOil  - Raw - loss__MAX","ClassificationMedicalImages  - ADASYN - loss","ClassificationMedicalImages  - ADASYN - loss__MIN","ClassificationMedicalImages  - ADASYN - loss__MAX","ClassificationMedicalImages  - SMOTE - loss","ClassificationMedicalImages  - SMOTE - loss__MIN","ClassificationMedicalImages  - SMOTE - loss__MAX","ClassificationMedicalImages  - TW - loss","ClassificationMedicalImages  - TW - loss__MIN","ClassificationMedicalImages  - TW - loss__MAX","ClassificationMedicalImages  - Jittering - loss","ClassificationMedicalImages  - Jittering - loss__MIN","ClassificationMedicalImages  - Jittering - loss__MAX"
"482","0.0013601063983514905","0.0013601063983514905","0.0013601063983514905","0.0005887589359190315","0.0005577136762440205","0.0006198041955940425","0.0008634083205834031","0.0008505628793500364","0.0008762537618167698","0.008852873521391302","0.003452719422057271","0.017505114898085594","0.04720389470458031","0.04720389470458031","0.04720389470458031","0.28739553689956665","0.28739553689956665","0.28739553689956665","0.1929522454738617","0.1929522454738617","0.1929522454738617","0.10427786409854889","0.10427786409854889","0.10427786409854889","0.2236945927143097","0.2236945927143097","0.2236945927143097","0.2706280052661896","0.2706280052661896","0.2706280052661896","0.00006694962939945981","0.00006694962939945981","0.00006694962939945981","0.000024835018848534673","0.000024835018848534673","0.000024835018848534673","0.00044818484457209706","0.00044818484457209706","0.00044818484457209706","0.00008158310083672404","0.00008158310083672404","0.00008158310083672404"
"483","0.0013314515817910433","0.0013314515817910433","0.0013314515817910433","0.0006612795114051551","0.0006033505778759718","0.0007192084449343383","0.0009236540645360947","0.0009039236465469003","0.0009433844825252891","0.008742777805309743","0.003325118450447917","0.013442003168165684","0.036713309586048126","0.036713309586048126","0.036713309586048126","0.19065576791763306","0.19065576791763306","0.19065576791763306","0.16972436010837555","0.16972436010837555","0.16972436010837555","0.1834372729063034","0.1834372729063034","0.1834372729063034","0.24745236337184906","0.24745236337184906","0.24745236337184906","0.3066101372241974","0.3066101372241974","0.3066101372241974","0.00007566118438262492","0.00007566118438262492","0.00007566118438262492","0.000033321615774184465","0.000033321615774184465","0.000033321615774184465","0.00010725174070103094","0.00010725174070103094","0.00010725174070103094","0.0001197302553919144","0.0001197302553919144","0.0001197302553919144"
"484","0.001171942800283432","0.001171942800283432","0.001171942800283432","0.00059667116147466","0.0005104450974613428","0.0006828972254879773","0.0010074207675643265","0.0008826382691040635","0.0011322032660245895","0.008237402245867997","0.003492874326184392","0.018190080299973488","0.05973462760448456","0.05973462760448456","0.05973462760448456","0.1741270273923874","0.1741270273923874","0.1741270273923874","0.22313536703586578","0.22313536703586578","0.22313536703586578","0.1788385957479477","0.1788385957479477","0.1788385957479477","0.22104023396968842","0.22104023396968842","0.22104023396968842","0.16778816282749176","0.16778816282749176","0.16778816282749176","0.00013985195255372673","0.00013985195255372673","0.00013985195255372673","0.000026878953576670028","0.000026878953576670028","0.000026878953576670028","0.00020565105660352856","0.00020565105660352856","0.00020565105660352856","0.00009576421143719926","0.00009576421143719926","0.00009576421143719926"
"485","0.0010657714447006583","0.0010657714447006583","0.0010657714447006583","0.000626147462753579","0.0006070290110073984","0.0006452659144997597","0.0009292184258811176","0.000762038747780025","0.0010963981039822102","0.00876349036116153","0.003400178160518408","0.011502310633659363","0.07425583899021149","0.07425583899021149","0.07425583899021149","0.12368389964103699","0.12368389964103699","0.12368389964103699","0.22409667074680328","0.22409667074680328","0.22409667074680328","0.12778152525424957","0.12778152525424957","0.12778152525424957","0.2740090489387512","0.2740090489387512","0.2740090489387512","0.2447291761636734","0.2447291761636734","0.2447291761636734","0.00008050788164837286","0.00008050788164837286","0.00008050788164837286","0.000028885400752187707","0.000028885400752187707","0.000028885400752187707","0.00012015895481454208","0.00012015895481454208","0.00012015895481454208","0.00007360758172580972","0.00007360758172580972","0.00007360758172580972"
"486","0.001310610445216298","0.001310610445216298","0.001310610445216298","0.0007031248533166945","0.000679088057950139","0.00072716164868325","0.0009553887066431344","0.0008967421017587185","0.0010140353115275502","0.0062086733523756266","0.002691293600946665","0.008513934910297394","0.0881047397851944","0.0881047397851944","0.0881047397851944","0.1722969263792038","0.1722969263792038","0.1722969263792038","0.15038688480854034","0.15038688480854034","0.15038688480854034","0.1843201369047165","0.1843201369047165","0.1843201369047165","0.30736181139945984","0.30736181139945984","0.30736181139945984","0.17447130382061005","0.17447130382061005","0.17447130382061005","0.0000650518704787828","0.0000650518704787828","0.0000650518704787828","0.00002998961826961022","0.00002998961826961022","0.00002998961826961022","0.0004496200999710709","0.0004496200999710709","0.0004496200999710709","0.000035852175642503425","0.000035852175642503425","0.000035852175642503425"
"487","0.0012406830210238695","0.0012406830210238695","0.0012406830210238695","0.0005981988797429949","0.0005161058506928384","0.0006802919087931514","0.0007999723602551967","0.0007298553246073425","0.0008700893959030509","0.0096164844580926","0.003733562072739005","0.020161814987659454","0.07721808552742004","0.07721808552742004","0.07721808552742004","0.1591528207063675","0.1591528207063675","0.1591528207063675","0.2520293891429901","0.2520293891429901","0.2520293891429901","0.07095279544591904","0.07095279544591904","0.07095279544591904","0.21707653999328613","0.21707653999328613","0.21707653999328613","0.18334278464317322","0.18334278464317322","0.18334278464317322","0.00005241381222731434","0.00005241381222731434","0.00005241381222731434","0.000024210652554756962","0.000024210652554756962","0.000024210652554756962","0.00017660170851740986","0.00017660170851740986","0.00017660170851740986","0.000025266997909056954","0.000025266997909056954","0.000025266997909056954"
"488","0.001294440939091146","0.001294440939091146","0.001294440939091146","0.0006030514487065375","0.0005537043325603008","0.0006523985648527741","0.0009351907065138221","0.0008562714792788029","0.0010141099337488413","0.008000762318260968","0.004997515119612217","0.011115558445453644","0.06841148436069489","0.06841148436069489","0.06841148436069489","0.14805585145950317","0.14805585145950317","0.14805585145950317","0.47288477420806885","0.47288477420806885","0.47288477420806885","0.09107597172260284","0.09107597172260284","0.09107597172260284","0.19078516960144043","0.19078516960144043","0.19078516960144043","0.2013278305530548","0.2013278305530548","0.2013278305530548","0.00007750195072731003","0.00007750195072731003","0.00007750195072731003","0.000021973934053676203","0.000021973934053676203","0.000021973934053676203","0.00039150172960944474","0.00039150172960944474","0.00039150172960944474","0.00004106000778847374","0.00004106000778847374","0.00004106000778847374"
"489","0.0012521690223366022","0.0012521690223366022","0.0012521690223366022","0.0006696675263810903","0.0006081254687160254","0.0007312095840461552","0.0008614622929599136","0.0007984097464941442","0.000924514839425683","0.00535872473847121","0.0028687771409749985","0.008665948174893856","0.07120978087186813","0.07120978087186813","0.07120978087186813","0.2283204346895218","0.2283204346895218","0.2283204346895218","0.3237723112106323","0.3237723112106323","0.3237723112106323","0.09230529516935349","0.09230529516935349","0.09230529516935349","0.15245845913887024","0.15245845913887024","0.15245845913887024","0.24945776164531708","0.24945776164531708","0.24945776164531708","0.00015339761739596725","0.00015339761739596725","0.00015339761739596725","0.000026434008759679273","0.000026434008759679273","0.000026434008759679273","0.0000915801283554174","0.0000915801283554174","0.0000915801283554174","0.00003214125899830833","0.00003214125899830833","0.00003214125899830833"
"490","0.0012553936103358865","0.0012553936103358865","0.0012553936103358865","0.0006650321593042463","0.0005235321004875004","0.0008065322181209922","0.0008257469453383237","0.000762820360250771","0.0008886735304258764","0.007719273795373738","0.004165849648416042","0.015382206067442894","0.26292330026626587","0.26292330026626587","0.26292330026626587","0.23605643212795258","0.23605643212795258","0.23605643212795258","0.3943527340888977","0.3943527340888977","0.3943527340888977","0.06563037633895874","0.06563037633895874","0.06563037633895874","0.2586386799812317","0.2586386799812317","0.2586386799812317","0.2484418749809265","0.2484418749809265","0.2484418749809265","0.00007457022002199665","0.00007457022002199665","0.00007457022002199665","0.000039816230128053576","0.000039816230128053576","0.000039816230128053576","0.00017218473658431321","0.00017218473658431321","0.00017218473658431321","0.00002969996967294719","0.00002969996967294719","0.00002969996967294719"
"491","0.001180458115413785","0.001180458115413785","0.001180458115413785","0.000649397581582889","0.0005533788353204727","0.0007454163278453052","0.0008093153301160783","0.0007327828789129853","0.0008858477813191712","0.015118390321731567","0.005111010745167732","0.04196687415242195","0.15189598500728607","0.15189598500728607","0.15189598500728607","0.20661328732967377","0.20661328732967377","0.20661328732967377","0.2503996193408966","0.2503996193408966","0.2503996193408966","0.09782537817955017","0.09782537817955017","0.09782537817955017","0.18356062471866608","0.18356062471866608","0.18356062471866608","0.1683749258518219","0.1683749258518219","0.1683749258518219","0.00006233452586457133","0.00006233452586457133","0.00006233452586457133","0.000017291498807026073","0.000017291498807026073","0.000017291498807026073","0.00008101273124339059","0.00008101273124339059","0.00008101273124339059","0.000027754385882872157","0.000027754385882872157","0.000027754385882872157"
"492","0.001313751912675798","0.001313751912675798","0.001313751912675798","0.0006070563395041972","0.000504425959661603","0.0007096867193467915","0.0008038306259550154","0.0007527596899308264","0.0008549015619792044","0.010254363063722849","0.006233124062418938","0.01641044393181801","0.12216281145811081","0.12216281145811081","0.12216281145811081","0.16003593802452087","0.16003593802452087","0.16003593802452087","0.2549339532852173","0.2549339532852173","0.2549339532852173","0.08056239038705826","0.08056239038705826","0.08056239038705826","0.1723923534154892","0.1723923534154892","0.1723923534154892","0.25985196232795715","0.25985196232795715","0.25985196232795715","0.00007673757500015199","0.00007673757500015199","0.00007673757500015199","0.00002771544677671045","0.00002771544677671045","0.00002771544677671045","0.00007868120883358642","0.00007868120883358642","0.00007868120883358642","0.0000228126209549373","0.0000228126209549373","0.0000228126209549373"
"493","0.001123265945352614","0.001123265945352614","0.001123265945352614","0.0006787001329939812","0.0005452025216072798","0.0008121977443806827","0.0009365777659695596","0.0008409071597270668","0.0010322483722120523","0.01135988358873874","0.005042394623160362","0.01719663105905056","0.12502871453762054","0.12502871453762054","0.12502871453762054","0.1711656004190445","0.1711656004190445","0.1711656004190445","0.23225916922092438","0.23225916922092438","0.23225916922092438","0.08644619584083557","0.08644619584083557","0.08644619584083557","0.16991256177425385","0.16991256177425385","0.16991256177425385","0.31253957748413086","0.31253957748413086","0.31253957748413086","0.00007345748599618673","0.00007345748599618673","0.00007345748599618673","0.000019874580175383016","0.000019874580175383016","0.000019874580175383016","0.00010169360029976815","0.00010169360029976815","0.00010169360029976815","0.000039785219996701926","0.000039785219996701926","0.000039785219996701926"
"494","0.0011512583587318659","0.0011512583587318659","0.0011512583587318659","0.0006426760228350759","0.000452520907856524","0.0008328311378136277","0.0008413818140979856","0.0008246765937656164","0.0008580870344303548","0.00906044221483171","0.005288976710289717","0.013673730194568634","0.0997808426618576","0.0997808426618576","0.0997808426618576","0.23216888308525085","0.23216888308525085","0.23216888308525085","0.2824546992778778","0.2824546992778778","0.2824546992778778","0.1206400915980339","0.1206400915980339","0.1206400915980339","0.1528792679309845","0.1528792679309845","0.1528792679309845","0.2097340077161789","0.2097340077161789","0.2097340077161789","0.00005774287637905218","0.00005774287637905218","0.00005774287637905218","0.00002389205837971531","0.00002389205837971531","0.00002389205837971531","0.00009535900608170778","0.00009535900608170778","0.00009535900608170778","0.000022628320948570035","0.000022628320948570035","0.000022628320948570035"
"495","0.0012166975066065788","0.0012166975066065788","0.0012166975066065788","0.0005731983401346952","0.0005090239574201405","0.0006373727228492498","0.0008819350914563984","0.0008047139854170382","0.0009591561974957585","0.006832225015386939","0.00473044253885746","0.009110812097787857","0.14497223496437073","0.14497223496437073","0.14497223496437073","0.12138105183839798","0.12138105183839798","0.12138105183839798","0.31038761138916016","0.31038761138916016","0.31038761138916016","0.09404706209897995","0.09404706209897995","0.09404706209897995","0.17999055981636047","0.17999055981636047","0.17999055981636047","0.243381068110466","0.243381068110466","0.243381068110466","0.00008121717110043392","0.00008121717110043392","0.00008121717110043392","0.000019744007659028284","0.000019744007659028284","0.000019744007659028284","0.00009588848479324952","0.00009588848479324952","0.00009588848479324952","0.00004843628630624153","0.00004843628630624153","0.00004843628630624153"
"496","0.0013072233414277434","0.0013072233414277434","0.0013072233414277434","0.0006645737157668918","0.0005113371880725026","0.0008178102434612811","0.000932758062845096","0.0009307609288953245","0.0009347551967948675","0.008912423509173095","0.006599319167435169","0.011824688874185085","0.17356237769126892","0.17356237769126892","0.17356237769126892","0.18495608866214752","0.18495608866214752","0.18495608866214752","0.40491044521331787","0.40491044521331787","0.40491044521331787","0.14195950329303741","0.14195950329303741","0.14195950329303741","0.18462570011615753","0.18462570011615753","0.18462570011615753","0.16577540338039398","0.16577540338039398","0.16577540338039398","0.00004705044557340443","0.00004705044557340443","0.00004705044557340443","0.00013084647071082145","0.00013084647071082145","0.00013084647071082145","0.00019545320537872612","0.00019545320537872612","0.00019545320537872612","0.00002577755913080182","0.00002577755913080182","0.00002577755913080182"
"497","0.00116791354957968","0.00116791354957968","0.00116791354957968","0.0006357895326800644","0.0005612738314084709","0.000710305233951658","0.0008856899512466043","0.0008783118100836873","0.0008930680924095213","0.009857353987172246","0.00418873643502593","0.016994845122098923","0.24924199283123016","0.24924199283123016","0.24924199283123016","0.21030589938163757","0.21030589938163757","0.21030589938163757","0.2727658450603485","0.2727658450603485","0.2727658450603485","0.09472131729125977","0.09472131729125977","0.09472131729125977","0.1855759620666504","0.1855759620666504","0.1855759620666504","0.1812700480222702","0.1812700480222702","0.1812700480222702","0.00007538813224527985","0.00007538813224527985","0.00007538813224527985","0.000024163860871340148","0.000024163860871340148","0.000024163860871340148","0.00017378230404574424","0.00017378230404574424","0.00017378230404574424","0.00002215956374129746","0.00002215956374129746","0.00002215956374129746"
"498","0.0010526587720960379","0.0010526587720960379","0.0010526587720960379","0.0005843539693159983","0.00046998486504890025","0.0006987230735830963","0.0008731538255233318","0.0008067616145126522","0.0009395460365340114","0.007428597775287926","0.005241819657385349","0.009908786043524742","0.1591930389404297","0.1591930389404297","0.1591930389404297","0.18969795107841492","0.18969795107841492","0.18969795107841492","0.18694964051246643","0.18694964051246643","0.18694964051246643","0.09581242501735687","0.09581242501735687","0.09581242501735687","0.17898178100585938","0.17898178100585938","0.17898178100585938","0.17017436027526855","0.17017436027526855","0.17017436027526855","0.00005129597775521688","0.00005129597775521688","0.00005129597775521688","0.000023238379071699455","0.000023238379071699455","0.000023238379071699455","0.0001443241344531998","0.0001443241344531998","0.0001443241344531998","0.000020120291083003394","0.000020120291083003394","0.000020120291083003394"
"499","0.0012595785083249211","0.0012595785083249211","0.0012595785083249211","0.0005937835376244038","0.00047556805657222867","0.000711999018676579","0.0008580376452300698","0.0007477386971004307","0.0009683365933597088","0.006430622423067689","0.004580225795507431","0.011557371355593204","0.14119306206703186","0.14119306206703186","0.14119306206703186","0.12072526663541794","0.12072526663541794","0.12072526663541794","0.2449166178703308","0.2449166178703308","0.2449166178703308","0.06686724722385406","0.06686724722385406","0.06686724722385406","0.17999611794948578","0.17999611794948578","0.17999611794948578","0.18564534187316895","0.18564534187316895","0.18564534187316895","0.00006305176793830469","0.00006305176793830469","0.00006305176793830469","0.000026230018193018623","0.000026230018193018623","0.000026230018193018623","0.000249088101554662","0.000249088101554662","0.000249088101554662","0.000023455830159946345","0.000023455830159946345","0.000023455830159946345"
"500","0.0012372680939733982","0.0012372680939733982","0.0012372680939733982","0.0005680065078195184","0.0005222875042818487","0.0006137255113571882","0.0007967014680616558","0.000688755651935935","0.0009046472841873765","0.006540032685734332","0.0041220523416996","0.011899493634700775","0.08516767621040344","0.08516767621040344","0.08516767621040344","0.2226664125919342","0.2226664125919342","0.2226664125919342","0.2574356198310852","0.2574356198310852","0.2574356198310852","0.09173275530338287","0.09173275530338287","0.09173275530338287","0.29417577385902405","0.29417577385902405","0.29417577385902405","0.1692914068698883","0.1692914068698883","0.1692914068698883","0.00004362102845334448","0.00004362102845334448","0.00004362102845334448","0.000028645752536249347","0.000028645752536249347","0.000028645752536249347","0.00013416972069535404","0.00013416972069535404","0.00013416972069535404","0.000034593183954712003","0.000034593183954712003","0.000034593183954712003"
"501","0.0011807986302301288","0.0011807986302301288","0.0011807986302301288","0.0006584274815395474","0.0005616199923679233","0.0007552349707111716","0.0007895653834566474","0.0006933617987670004","0.0008857689681462944","0.0071021547773852944","0.004672869108617306","0.008630776777863503","0.10198356211185455","0.10198356211185455","0.10198356211185455","0.10702710598707199","0.10702710598707199","0.10702710598707199","0.20670367777347565","0.20670367777347565","0.20670367777347565","0.09795317053794861","0.09795317053794861","0.09795317053794861","0.3316778540611267","0.3316778540611267","0.3316778540611267","0.18840888142585754","0.18840888142585754","0.18840888142585754","0.000047984274715417996","0.000047984274715417996","0.000047984274715417996","0.000024359766030102037","0.000024359766030102037","0.000024359766030102037","0.00015795462240930647","0.00015795462240930647","0.00015795462240930647","0.00001868131585069932","0.00001868131585069932","0.00001868131585069932"
"502","0.0010660485131666064","0.0010660485131666064","0.0010660485131666064","0.0005784383974969387","0.0005327078397385776","0.0006241689552552998","0.0008681267790962011","0.0008151340880431235","0.0009211194701492786","0.005767011782154441","0.0042876871302723885","0.008618921972811222","0.096061110496521","0.096061110496521","0.096061110496521","0.1687885969877243","0.1687885969877243","0.1687885969877243","0.2122984081506729","0.2122984081506729","0.2122984081506729","0.09649323672056198","0.09649323672056198","0.09649323672056198","0.24043497443199158","0.24043497443199158","0.24043497443199158","0.2337036281824112","0.2337036281824112","0.2337036281824112","0.00008157049887813628","0.00008157049887813628","0.00008157049887813628","0.00003143224603263661","0.00003143224603263661","0.00003143224603263661","0.00014794863818679005","0.00014794863818679005","0.00014794863818679005","0.00002894284261856228","0.00002894284261856228","0.00002894284261856228"
"503","0.0012341111432760954","0.0012341111432760954","0.0012341111432760954","0.000624735519522801","0.0005846268031746149","0.0006648442358709872","0.0007458761392626911","0.0007304075406864285","0.0007613447378389537","0.006832608371041715","0.0048110634088516235","0.008407455869019032","0.08279813081026077","0.08279813081026077","0.08279813081026077","0.20602743327617645","0.20602743327617645","0.20602743327617645","0.2340070605278015","0.2340070605278015","0.2340070605278015","0.07950956374406815","0.07950956374406815","0.07950956374406815","0.14142531156539917","0.14142531156539917","0.14142531156539917","0.18451716005802155","0.18451716005802155","0.18451716005802155","0.00004838973472942598","0.00004838973472942598","0.00004838973472942598","0.00004059861748828553","0.00004059861748828553","0.00004059861748828553","0.0001075333493645303","0.0001075333493645303","0.0001075333493645303","0.00003012562774529215","0.00003012562774529215","0.00003012562774529215"
"504","0.0011504937428981066","0.0011504937428981066","0.0011504937428981066","0.0005815642361994833","0.0005339884664863348","0.0006291400059126318","0.0008546853205189109","0.0006790964398533106","0.0010302742011845112","0.015060918522067368","0.00518916267901659","0.03801771253347397","0.1082894429564476","0.1082894429564476","0.1082894429564476","0.16299264132976532","0.16299264132976532","0.16299264132976532","0.21542613208293915","0.21542613208293915","0.21542613208293915","0.0793570801615715","0.0793570801615715","0.0793570801615715","0.17414937913417816","0.17414937913417816","0.17414937913417816","0.19638150930404663","0.19638150930404663","0.19638150930404663","0.00005311229688231833","0.00005311229688231833","0.00005311229688231833","0.00005761676948168315","0.00005761676948168315","0.00005761676948168315","0.00007614291098434478","0.00007614291098434478","0.00007614291098434478","0.000017393651432939805","0.000017393651432939805","0.000017393651432939805"
"505","0.0011915386421605945","0.0011915386421605945","0.0011915386421605945","0.0005301532510202378","0.00048302405048161745","0.0005772824515588582","0.0008163789170794189","0.0007833518902771175","0.0008494059438817203","0.005924047785811126","0.004644555971026421","0.008011245168745518","0.3426944613456726","0.3426944613456726","0.3426944613456726","0.18255826830863953","0.18255826830863953","0.18255826830863953","0.22090286016464233","0.22090286016464233","0.22090286016464233","0.06392309069633484","0.06392309069633484","0.06392309069633484","0.19156606495380402","0.19156606495380402","0.19156606495380402","0.25184521079063416","0.25184521079063416","0.25184521079063416","0.000043674484913935885","0.000043674484913935885","0.000043674484913935885","0.000050621314585441723","0.000050621314585441723","0.000050621314585441723","0.00011815422476502135","0.00011815422476502135","0.00011815422476502135","0.000023012456949800253","0.000023012456949800253","0.000023012456949800253"
"506","0.0013125541154295206","0.0013125541154295206","0.0013125541154295206","0.0006068919901736081","0.0005440385430119932","0.000669745437335223","0.0008069506729952991","0.000783030001912266","0.0008308713440783322","0.007028865977190435","0.004664515610784292","0.011199124157428741","0.37752676010131836","0.37752676010131836","0.37752676010131836","0.2488115429878235","0.2488115429878235","0.2488115429878235","0.30726397037506104","0.30726397037506104","0.30726397037506104","0.06784813106060028","0.06784813106060028","0.06784813106060028","0.2630966007709503","0.2630966007709503","0.2630966007709503","0.18514683842658997","0.18514683842658997","0.18514683842658997","0.00005431337922345847","0.00005431337922345847","0.00005431337922345847","0.000023683209292357787","0.000023683209292357787","0.000023683209292357787","0.00010333368845749646","0.00010333368845749646","0.00010333368845749646","0.000021893949451623484","0.000021893949451623484","0.000021893949451623484"
"507","0.0011973637156188488","0.0011973637156188488","0.0011973637156188488","0.0005481589178089052","0.00048724596854299307","0.0006090718670748174","0.0008163093589246273","0.0007635070360265672","0.0008691116818226874","0.006712806294672191","0.004883031826466322","0.011701971292495728","0.14640383422374725","0.14640383422374725","0.14640383422374725","0.11769776791334152","0.11769776791334152","0.11769776791334152","0.24956239759922028","0.24956239759922028","0.24956239759922028","0.07708879560232162","0.07708879560232162","0.07708879560232162","0.28532546758651733","0.28532546758651733","0.28532546758651733","0.15087932348251343","0.15087932348251343","0.15087932348251343","0.0005722850328311324","0.0005722850328311324","0.0005722850328311324","0.00004469525447348133","0.00004469525447348133","0.00004469525447348133","0.00012087123468518257","0.00012087123468518257","0.00012087123468518257","0.000024950113584054634","0.000024950113584054634","0.000024950113584054634"
"508","0.0013446451630443335","0.0013446451630443335","0.0013446451630443335","0.0005166321498109028","0.0004522950912360102","0.0005809692083857954","0.0008775701862759888","0.000790210091508925","0.0009649302810430527","0.00579383154399693","0.004900969099253416","0.006708103232085705","0.15609119832515717","0.15609119832515717","0.15609119832515717","0.12749801576137543","0.12749801576137543","0.12749801576137543","0.30518418550491333","0.30518418550491333","0.30518418550491333","0.05629393085837364","0.05629393085837364","0.05629393085837364","0.19890519976615906","0.19890519976615906","0.19890519976615906","0.21428866684436798","0.21428866684436798","0.21428866684436798","0.0003871313820127398","0.0003871313820127398","0.0003871313820127398","0.00003850728171528317","0.00003850728171528317","0.00003850728171528317","0.00013865972869098186","0.00013865972869098186","0.00013865972869098186","0.00001801049438654445","0.00001801049438654445","0.00001801049438654445"
"509","0.001115648658014834","0.001115648658014834","0.001115648658014834","0.0005617925198748708","0.0005061583942733705","0.000617426645476371","0.0008106559689622372","0.0006175429443828762","0.0010037689935415983","0.007139448367524892","0.003317460184916854","0.012204174883663654","0.10898609459400177","0.10898609459400177","0.10898609459400177","0.17702564597129822","0.17702564597129822","0.17702564597129822","0.17802761495113373","0.17802761495113373","0.17802761495113373","0.05024007335305214","0.05024007335305214","0.05024007335305214","0.09560918807983398","0.09560918807983398","0.09560918807983398","0.36754605174064636","0.36754605174064636","0.36754605174064636","0.0003893546527251601","0.0003893546527251601","0.0003893546527251601","0.00002521099850127939","0.00002521099850127939","0.00002521099850127939","0.000084256062109489","0.000084256062109489","0.000084256062109489","0.00002054101241810713","0.00002054101241810713","0.00002054101241810713"
"510","0.0010637661907821894","0.0010637661907821894","0.0010637661907821894","0.0005435232596937567","0.0005124776507727802","0.0005745688686147332","0.0007307438063435256","0.0006152229616418481","0.0008462646510452032","0.006106665241532028","0.0033788825385272503","0.010799914598464966","0.07364420592784882","0.07364420592784882","0.07364420592784882","0.1244840919971466","0.1244840919971466","0.1244840919971466","0.2082665115594864","0.2082665115594864","0.2082665115594864","0.04215741157531738","0.04215741157531738","0.04215741157531738","0.17638660967350006","0.17638660967350006","0.17638660967350006","0.38773059844970703","0.38773059844970703","0.38773059844970703","0.00015986073412932456","0.00015986073412932456","0.00015986073412932456","0.000040145532693713903","0.000040145532693713903","0.000040145532693713903","0.00023146870080381632","0.00023146870080381632","0.00023146870080381632","0.00002102676262438763","0.00002102676262438763","0.00002102676262438763"
"511","0.0012659666826948524","0.0012659666826948524","0.0012659666826948524","0.0006092522235121578","0.0005381386145018041","0.0006803658325225115","0.000814550876384601","0.000688162341248244","0.000940939411520958","0.010628752992488444","0.004084648098796606","0.020439956337213516","0.16878707706928253","0.16878707706928253","0.16878707706928253","0.18414188921451569","0.18414188921451569","0.18414188921451569","0.26797476410865784","0.26797476410865784","0.26797476410865784","0.03992486372590065","0.03992486372590065","0.03992486372590065","0.13768990337848663","0.13768990337848663","0.13768990337848663","0.3290596306324005","0.3290596306324005","0.3290596306324005","0.00007893118890933692","0.00007893118890933692","0.00007893118890933692","0.00001987289397220593","0.00001987289397220593","0.00001987289397220593","0.00015098907169885933","0.00015098907169885933","0.00015098907169885933","0.00002032401789620053","0.00002032401789620053","0.00002032401789620053"
"512","0.001307873404584825","0.001307873404584825","0.001307873404584825","0.0005481466359924525","0.0004965974949300289","0.0005996957770548761","0.0007797325670253485","0.0006613010773435235","0.0008981640567071736","0.005486598005518317","0.004771050997078419","0.005813898518681526","0.08440783619880676","0.08440783619880676","0.08440783619880676","0.2026435285806656","0.2026435285806656","0.2026435285806656","0.2174985408782959","0.2174985408782959","0.2174985408782959","0.09237679839134216","0.09237679839134216","0.09237679839134216","0.16221705079078674","0.16221705079078674","0.16221705079078674","0.316162109375","0.316162109375","0.316162109375","0.00005232813782640733","0.00005232813782640733","0.00005232813782640733","0.00002092792965413537","0.00002092792965413537","0.00002092792965413537","0.00008579903078498319","0.00008579903078498319","0.00008579903078498319","0.00009405529999639839","0.00009405529999639839","0.00009405529999639839"
"513","0.001182052306830883","0.001182052306830883","0.001182052306830883","0.0005201650201343","0.0005144864553585649","0.0005258435849100351","0.0008239228336606175","0.000771070015616715","0.00087677565170452","0.00921482197009027","0.003425915725529194","0.017727389931678772","0.10884964466094971","0.10884964466094971","0.10884964466094971","0.23660720884799957","0.23660720884799957","0.23660720884799957","0.2505641579627991","0.2505641579627991","0.2505641579627991","0.09320209920406342","0.09320209920406342","0.09320209920406342","0.15578435361385345","0.15578435361385345","0.15578435361385345","0.194824680685997","0.194824680685997","0.194824680685997","0.00007268966146511957","0.00007268966146511957","0.00007268966146511957","0.000018157288650400005","0.000018157288650400005","0.000018157288650400005","0.00014139646373223513","0.00014139646373223513","0.00014139646373223513","0.00003233393726986833","0.00003233393726986833","0.00003233393726986833"
